doc_id,client_id,doc_type,source_table,source_record_id,chunk_id,embedding_group,text,updated_at
DOC_0000000427,CL_0006,campaign_setting_summary,ad_campaign_settings,MC_00000071,0,campaign_context,"Meta campaign Shopping - Pet Supplies - Q2 uses objective Shopping, status active, budget 619.53, bid strategy lowest_cost, and attribution window data_driven.",2026-04-04 13:34:18
DOC_0000000428,CL_0060,campaign_setting_summary,ad_campaign_settings,GC_00000738,0,campaign_context,"Google campaign Lookalike - Beauty - Q2 uses objective Lookalike, status active, budget 1605.81, bid strategy maximize_conversions, and attribution window data_driven.",2026-05-17 10:02:59
DOC_0000000429,CL_0040,campaign_setting_summary,ad_campaign_settings,GC_00000484,0,campaign_context,"Google campaign Shopping - Home Goods - Evergreen uses objective Shopping, status active, budget 440.48, bid strategy lowest_cost, and attribution window 1d_click.",2026-05-20 11:02:06
DOC_0000000430,CL_0034,campaign_setting_summary,ad_campaign_settings,MC_00000403,0,campaign_context,"Meta campaign Winback - Footwear - Scale uses objective Winback, status active, budget 1552.20, bid strategy maximize_conversions, and attribution window data_driven.",2026-06-01 07:09:57
DOC_0000000431,CL_0053,campaign_setting_summary,ad_campaign_settings,MC_00000648,0,campaign_context,"Meta campaign Winback - Beauty - Evergreen uses objective Winback, status active, budget 1332.98, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-03-12 19:19:42
DOC_0000000432,CL_0004,campaign_setting_summary,ad_campaign_settings,MC_00000045,0,campaign_context,"Meta campaign Shopping - Pet Supplies - Q2 uses objective Shopping, status active, budget 2034.58, bid strategy cost_cap, and attribution window data_driven.",2026-03-30 23:44:17
DOC_0000000433,CL_0041,campaign_setting_summary,ad_campaign_settings,GC_00000496,0,campaign_context,"Google campaign Shopping - Outdoor - Evergreen uses objective Shopping, status active, budget 1173.41, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-04-02 04:19:48
DOC_0000000434,CL_0004,campaign_setting_summary,ad_campaign_settings,MC_00000050,0,campaign_context,"Meta campaign Winback - Pet Supplies - Q2 uses objective Winback, status active, budget 1111.68, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-03-20 01:49:46
DOC_0000000435,CL_0021,campaign_setting_summary,ad_campaign_settings,MC_00000253,0,campaign_context,"Meta campaign Winback - Outdoor - Scale uses objective Winback, status active, budget 2725.02, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-05-11 20:39:55
DOC_0000000436,CL_0035,campaign_setting_summary,ad_campaign_settings,MC_00000414,0,campaign_context,"Meta campaign Shopping - Footwear - Q2 uses objective Shopping, status active, budget 69.23, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-05-22 21:39:12
DOC_0000000437,CL_0033,campaign_setting_summary,ad_campaign_settings,MC_00000390,0,campaign_context,"Meta campaign Brand Search - Apparel - Evergreen uses objective Brand Search, status active, budget 2499.08, bid strategy target_roas, and attribution window data_driven.",2026-05-28 08:20:53
DOC_0000000438,CL_0058,campaign_setting_summary,ad_campaign_settings,GC_00000712,0,campaign_context,"Google campaign Retargeting - Pet Supplies - Q2 uses objective Retargeting, status active, budget 2153.30, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-04-11 10:45:42
DOC_0000000439,CL_0013,campaign_setting_summary,ad_campaign_settings,MC_00000153,0,campaign_context,"Meta campaign Shopping - Jewelry - Evergreen uses objective Shopping, status active, budget 647.01, bid strategy lowest_cost, and attribution window 1d_click.",2026-04-24 02:33:29
DOC_0000000440,CL_0058,campaign_setting_summary,ad_campaign_settings,GC_00000715,0,campaign_context,"Google campaign Prospecting - Pet Supplies - Scale uses objective Prospecting, status active, budget 1300.65, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-05-01 15:50:33
DOC_0000000441,CL_0036,campaign_setting_summary,ad_campaign_settings,MC_00000427,0,campaign_context,"Meta campaign Brand Search - Food & Beverage - Evergreen uses objective Brand Search, status active, budget 244.88, bid strategy lowest_cost, and attribution window 1d_click.",2026-04-10 16:46:43
DOC_0000000442,CL_0029,campaign_setting_summary,ad_campaign_settings,GC_00000354,0,campaign_context,"Google campaign Lookalike - Pet Supplies - Q2 uses objective Lookalike, status paused, budget 1105.51, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-03-26 03:29:16
DOC_0000000443,CL_0020,campaign_setting_summary,ad_campaign_settings,MC_00000240,0,campaign_context,"Meta campaign Shopping - Beauty - Evergreen uses objective Shopping, status learning, budget 545.77, bid strategy maximize_conversions, and attribution window 1d_click.",2026-04-04 17:56:24
DOC_0000000444,CL_0034,campaign_setting_summary,ad_campaign_settings,GC_00000409,0,campaign_context,"Google campaign Prospecting - Footwear - Promo uses objective Prospecting, status active, budget 613.72, bid strategy lowest_cost, and attribution window 1d_click.",2026-05-30 16:07:48
DOC_0000000445,CL_0042,campaign_setting_summary,ad_campaign_settings,GC_00000508,0,campaign_context,"Google campaign Retargeting - Food & Beverage - Promo uses objective Retargeting, status active, budget 2148.21, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-04-25 17:16:11
DOC_0000000446,CL_0011,campaign_setting_summary,ad_campaign_settings,GC_00000133,0,campaign_context,"Google campaign Prospecting - Beauty - Evergreen uses objective Prospecting, status active, budget 729.12, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-05-02 06:54:37
DOC_0000000447,CL_0005,campaign_setting_summary,ad_campaign_settings,MC_00000058,0,campaign_context,"Meta campaign Brand Search - Food & Beverage - Scale uses objective Brand Search, status paused, budget 642.31, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-04-12 14:22:46
DOC_0000000448,CL_0025,campaign_setting_summary,ad_campaign_settings,MC_00000296,0,campaign_context,"Meta campaign Brand Search - Fitness - Scale uses objective Brand Search, status learning, budget 761.10, bid strategy maximize_conversions, and attribution window 1d_click.",2026-04-15 12:34:26
DOC_0000000449,CL_0038,campaign_setting_summary,ad_campaign_settings,GC_00000456,0,campaign_context,"Google campaign Retargeting - Home Goods - Scale uses objective Retargeting, status learning, budget 1400.75, bid strategy lowest_cost, and attribution window 1d_click.",2026-04-04 02:45:48
DOC_0000000450,CL_0044,campaign_setting_summary,ad_campaign_settings,MC_00000529,0,campaign_context,"Meta campaign Brand Search - Jewelry - Scale uses objective Brand Search, status active, budget 171.18, bid strategy lowest_cost, and attribution window 1d_click.",2026-03-15 02:06:54
DOC_0000000451,CL_0038,campaign_setting_summary,ad_campaign_settings,MC_00000449,0,campaign_context,"Meta campaign Winback - Home Goods - Evergreen uses objective Winback, status active, budget 923.01, bid strategy target_roas, and attribution window data_driven.",2026-06-03 04:09:49
DOC_0000000452,CL_0001,campaign_setting_summary,ad_campaign_settings,GC_00000009,0,campaign_context,"Google campaign Brand Search - Fitness - Promo uses objective Brand Search, status paused, budget 765.23, bid strategy cost_cap, and attribution window data_driven.",2026-06-08 10:57:24
DOC_0000000453,CL_0048,campaign_setting_summary,ad_campaign_settings,GC_00000590,0,campaign_context,"Google campaign Retargeting - Supplements - Scale uses objective Retargeting, status active, budget 682.29, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-03-14 03:22:25
DOC_0000000454,CL_0009,campaign_setting_summary,ad_campaign_settings,MC_00000101,0,campaign_context,"Meta campaign Prospecting - Jewelry - Scale uses objective Prospecting, status active, budget 1401.64, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-03-27 06:58:58
DOC_0000000455,CL_0032,campaign_setting_summary,ad_campaign_settings,MC_00000380,0,campaign_context,"Meta campaign Winback - Apparel - Promo uses objective Winback, status paused, budget 1302.23, bid strategy target_roas, and attribution window 1d_click.",2026-05-14 07:01:14
DOC_0000000456,CL_0016,campaign_setting_summary,ad_campaign_settings,GC_00000196,0,campaign_context,"Google campaign Brand Search - Home Goods - Evergreen uses objective Brand Search, status active, budget 746.06, bid strategy lowest_cost, and attribution window data_driven.",2026-05-10 17:56:37
DOC_0000000457,CL_0052,campaign_setting_summary,ad_campaign_settings,GC_00000644,0,campaign_context,"Google campaign Winback - Food & Beverage - Q2 uses objective Winback, status active, budget 3330.05, bid strategy lowest_cost, and attribution window 7d_click.",2026-05-27 16:13:50
DOC_0000000458,CL_0047,campaign_setting_summary,ad_campaign_settings,GC_00000574,0,campaign_context,"Google campaign Lookalike - Apparel - Scale uses objective Lookalike, status active, budget 972.27, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-04-30 07:05:25
DOC_0000000459,CL_0049,campaign_setting_summary,ad_campaign_settings,GC_00000600,0,campaign_context,"Google campaign Brand Search - Beauty - Promo uses objective Brand Search, status paused, budget 954.25, bid strategy target_roas, and attribution window 7d_click.",2026-04-23 12:29:05
DOC_0000000460,CL_0022,campaign_setting_summary,ad_campaign_settings,MC_00000263,0,campaign_context,"Meta campaign Brand Search - Footwear - Promo uses objective Brand Search, status active, budget 507.32, bid strategy maximize_conversions, and attribution window 1d_click.",2026-04-18 04:57:32
DOC_0000000461,CL_0006,campaign_setting_summary,ad_campaign_settings,MC_00000067,0,campaign_context,"Meta campaign Prospecting - Pet Supplies - Promo uses objective Prospecting, status active, budget 1574.37, bid strategy cost_cap, and attribution window data_driven.",2026-05-22 14:41:36
DOC_0000000462,CL_0019,campaign_setting_summary,ad_campaign_settings,MC_00000234,0,campaign_context,"Meta campaign Winback - Fitness - Q2 uses objective Winback, status active, budget 607.36, bid strategy cost_cap, and attribution window 1d_click.",2026-05-12 06:44:40
DOC_0000000463,CL_0060,campaign_setting_summary,ad_campaign_settings,MC_00000734,0,campaign_context,"Meta campaign Prospecting - Beauty - Scale uses objective Prospecting, status active, budget 1197.42, bid strategy cost_cap, and attribution window 1d_click.",2026-03-19 03:08:06
DOC_0000000464,CL_0035,campaign_setting_summary,ad_campaign_settings,GC_00000421,0,campaign_context,"Google campaign Winback - Footwear - Promo uses objective Winback, status active, budget 466.86, bid strategy maximize_conversions, and attribution window 1d_click.",2026-04-16 10:07:24
DOC_0000000465,CL_0023,campaign_setting_summary,ad_campaign_settings,MC_00000277,0,campaign_context,"Meta campaign Winback - Jewelry - Promo uses objective Winback, status paused, budget 163.98, bid strategy maximize_conversions, and attribution window 7d_click.",2026-04-14 04:31:24
DOC_0000000466,CL_0045,campaign_setting_summary,ad_campaign_settings,GC_00000548,0,campaign_context,"Google campaign Lookalike - Apparel - Evergreen uses objective Lookalike, status limited, budget 295.44, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-06-02 00:14:38
DOC_0000000467,CL_0026,campaign_setting_summary,ad_campaign_settings,MC_00000303,0,campaign_context,"Meta campaign Prospecting - Supplements - Evergreen uses objective Prospecting, status active, budget 4043.99, bid strategy lowest_cost, and attribution window 1d_click.",2026-06-01 04:17:39
DOC_0000000468,CL_0054,campaign_setting_summary,ad_campaign_settings,MC_00000658,0,campaign_context,"Meta campaign Winback - Footwear - Evergreen uses objective Winback, status active, budget 985.74, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-04-14 23:17:55
DOC_0000000469,CL_0029,campaign_setting_summary,ad_campaign_settings,MC_00000342,0,campaign_context,"Meta campaign Retargeting - Pet Supplies - Promo uses objective Retargeting, status active, budget 868.93, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-13 15:32:42
DOC_0000000470,CL_0002,campaign_setting_summary,ad_campaign_settings,GC_00000028,0,campaign_context,"Google campaign Winback - Home Goods - Scale uses objective Winback, status active, budget 1354.50, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-04-15 11:59:52
DOC_0000000471,CL_0031,campaign_setting_summary,ad_campaign_settings,MC_00000367,0,campaign_context,"Meta campaign Brand Search - Jewelry - Scale uses objective Brand Search, status active, budget 767.82, bid strategy lowest_cost, and attribution window data_driven.",2026-03-28 22:00:26
DOC_0000000472,CL_0009,campaign_setting_summary,ad_campaign_settings,GC_00000109,0,campaign_context,"Google campaign Lookalike - Jewelry - Evergreen uses objective Lookalike, status active, budget 136.12, bid strategy lowest_cost, and attribution window data_driven.",2026-04-19 06:17:09
DOC_0000000473,CL_0019,campaign_setting_summary,ad_campaign_settings,MC_00000232,0,campaign_context,"Meta campaign Brand Search - Fitness - Evergreen uses objective Brand Search, status active, budget 132.03, bid strategy target_roas, and attribution window 1d_click.",2026-03-20 15:35:23
DOC_0000000474,CL_0010,campaign_setting_summary,ad_campaign_settings,GC_00000124,0,campaign_context,"Google campaign Shopping - Supplements - Promo uses objective Shopping, status active, budget 414.30, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-04-30 23:20:14
DOC_0000000475,CL_0046,campaign_setting_summary,ad_campaign_settings,GC_00000562,0,campaign_context,"Google campaign Lookalike - Outdoor - Scale uses objective Lookalike, status active, budget 401.10, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-21 20:58:29
DOC_0000000476,CL_0043,campaign_setting_summary,ad_campaign_settings,MC_00000515,0,campaign_context,"Meta campaign Lookalike - Footwear - Promo uses objective Lookalike, status active, budget 1993.50, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-04-04 15:02:20
DOC_0000000477,CL_0003,campaign_setting_summary,ad_campaign_settings,MC_00000029,0,campaign_context,"Meta campaign Brand Search - Apparel - Q2 uses objective Brand Search, status active, budget 1415.91, bid strategy cost_cap, and attribution window 7d_click.",2026-05-16 19:52:15
DOC_0000000478,CL_0009,campaign_setting_summary,ad_campaign_settings,MC_00000104,0,campaign_context,"Meta campaign Retargeting - Jewelry - Promo uses objective Retargeting, status limited, budget 116.52, bid strategy maximize_conversions, and attribution window 7d_click.",2026-04-09 02:06:21
DOC_0000000479,CL_0059,campaign_setting_summary,ad_campaign_settings,MC_00000721,0,campaign_context,"Meta campaign Prospecting - Home Goods - Promo uses objective Prospecting, status active, budget 922.94, bid strategy target_roas, and attribution window 7d_click.",2026-04-30 00:52:11
DOC_0000000480,CL_0040,campaign_setting_summary,ad_campaign_settings,MC_00000476,0,campaign_context,"Meta campaign Brand Search - Home Goods - Scale uses objective Brand Search, status learning, budget 1512.06, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-28 23:51:31
DOC_0000000481,CL_0030,campaign_setting_summary,ad_campaign_settings,MC_00000359,0,campaign_context,"Meta campaign Winback - Pet Supplies - Evergreen uses objective Winback, status active, budget 1219.51, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-03-12 00:30:21
DOC_0000000482,CL_0041,campaign_setting_summary,ad_campaign_settings,GC_00000493,0,campaign_context,"Google campaign Winback - Outdoor - Promo uses objective Winback, status active, budget 1854.28, bid strategy maximize_conversions, and attribution window 1d_click.",2026-05-30 06:06:20
DOC_0000000483,CL_0011,campaign_setting_summary,ad_campaign_settings,GC_00000135,0,campaign_context,"Google campaign Retargeting - Beauty - Q2 uses objective Retargeting, status active, budget 1646.54, bid strategy target_roas, and attribution window 7d_click.",2026-04-27 02:46:35
DOC_0000000484,CL_0027,campaign_setting_summary,ad_campaign_settings,GC_00000320,0,campaign_context,"Google campaign Prospecting - Beauty - Q2 uses objective Prospecting, status active, budget 3221.27, bid strategy maximize_conversions, and attribution window 7d_click.",2026-03-17 14:49:03
DOC_0000000485,CL_0024,campaign_setting_summary,ad_campaign_settings,GC_00000290,0,campaign_context,"Google campaign Brand Search - Apparel - Promo uses objective Brand Search, status active, budget 633.46, bid strategy target_roas, and attribution window data_driven.",2026-05-04 14:02:58
DOC_0000000486,CL_0060,campaign_setting_summary,ad_campaign_settings,GC_00000740,0,campaign_context,"Google campaign Prospecting - Beauty - Q2 uses objective Prospecting, status active, budget 2669.73, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-05-28 08:20:35
DOC_0000000487,CL_0029,campaign_setting_summary,ad_campaign_settings,MC_00000343,0,campaign_context,"Meta campaign Retargeting - Pet Supplies - Promo uses objective Retargeting, status learning, budget 1773.98, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-12 01:11:05
DOC_0000000488,CL_0037,campaign_setting_summary,ad_campaign_settings,GC_00000443,0,campaign_context,"Google campaign Lookalike - Pet Supplies - Evergreen uses objective Lookalike, status learning, budget 1070.75, bid strategy lowest_cost, and attribution window 1d_click.",2026-04-26 08:34:30
DOC_0000000489,CL_0019,campaign_setting_summary,ad_campaign_settings,MC_00000228,0,campaign_context,"Meta campaign Retargeting - Fitness - Q2 uses objective Retargeting, status active, budget 698.23, bid strategy target_roas, and attribution window 7d_click.",2026-05-22 16:32:11
DOC_0000000490,CL_0031,campaign_setting_summary,ad_campaign_settings,GC_00000373,0,campaign_context,"Google campaign Winback - Jewelry - Promo uses objective Winback, status active, budget 3181.42, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-05-16 15:54:28
DOC_0000000491,CL_0018,campaign_setting_summary,ad_campaign_settings,GC_00000220,0,campaign_context,"Google campaign Brand Search - Baby - Promo uses objective Brand Search, status active, budget 2168.14, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-04-29 18:53:07
DOC_0000000492,CL_0033,campaign_setting_summary,ad_campaign_settings,MC_00000389,0,campaign_context,"Meta campaign Shopping - Apparel - Scale uses objective Shopping, status active, budget 2652.11, bid strategy lowest_cost, and attribution window 1d_click.",2026-05-03 16:48:07
DOC_0000000493,CL_0031,campaign_setting_summary,ad_campaign_settings,GC_00000377,0,campaign_context,"Google campaign Winback - Jewelry - Evergreen uses objective Winback, status paused, budget 597.25, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-05-24 15:41:30
DOC_0000000494,CL_0017,campaign_setting_summary,ad_campaign_settings,GC_00000207,0,campaign_context,"Google campaign Lookalike - Apparel - Scale uses objective Lookalike, status active, budget 2467.95, bid strategy lowest_cost, and attribution window data_driven.",2026-05-22 04:15:48
DOC_0000000495,CL_0028,campaign_setting_summary,ad_campaign_settings,GC_00000337,0,campaign_context,"Google campaign Brand Search - Home Goods - Scale uses objective Brand Search, status active, budget 2477.04, bid strategy cost_cap, and attribution window data_driven.",2026-03-13 11:26:22
DOC_0000000496,CL_0042,campaign_setting_summary,ad_campaign_settings,MC_00000503,0,campaign_context,"Meta campaign Brand Search - Food & Beverage - Q2 uses objective Brand Search, status learning, budget 562.08, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-13 18:40:22
DOC_0000000497,CL_0058,campaign_setting_summary,ad_campaign_settings,GC_00000710,0,campaign_context,"Google campaign Brand Search - Pet Supplies - Q2 uses objective Brand Search, status active, budget 753.02, bid strategy maximize_conversions, and attribution window 1d_click.",2026-05-15 06:59:59
DOC_0000000498,CL_0012,campaign_setting_summary,ad_campaign_settings,GC_00000147,0,campaign_context,"Google campaign Shopping - Supplements - Promo uses objective Shopping, status active, budget 1023.69, bid strategy maximize_conversions, and attribution window data_driven.",2026-04-03 12:42:38
DOC_0000000499,CL_0058,campaign_setting_summary,ad_campaign_settings,MC_00000709,0,campaign_context,"Meta campaign Brand Search - Pet Supplies - Scale uses objective Brand Search, status active, budget 1274.11, bid strategy maximize_conversions, and attribution window 7d_click.",2026-03-19 19:03:30
DOC_0000000500,CL_0046,campaign_setting_summary,ad_campaign_settings,MC_00000554,0,campaign_context,"Meta campaign Retargeting - Outdoor - Promo uses objective Retargeting, status active, budget 470.73, bid strategy lowest_cost, and attribution window 1d_click.",2026-03-20 05:17:23
DOC_0000000501,CL_0026,campaign_setting_summary,ad_campaign_settings,GC_00000312,0,campaign_context,"Google campaign Shopping - Supplements - Scale uses objective Shopping, status active, budget 1151.02, bid strategy target_roas, and attribution window data_driven.",2026-05-16 02:08:51
DOC_0000000502,CL_0059,campaign_setting_summary,ad_campaign_settings,GC_00000729,0,campaign_context,"Google campaign Brand Search - Home Goods - Scale uses objective Brand Search, status active, budget 705.08, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-04-14 06:02:07
DOC_0000000503,CL_0037,campaign_setting_summary,ad_campaign_settings,GC_00000441,0,campaign_context,"Google campaign Shopping - Pet Supplies - Q2 uses objective Shopping, status limited, budget 2341.12, bid strategy lowest_cost, and attribution window data_driven.",2026-04-30 17:46:56
DOC_0000000504,CL_0025,campaign_setting_summary,ad_campaign_settings,MC_00000297,0,campaign_context,"Meta campaign Retargeting - Fitness - Promo uses objective Retargeting, status learning, budget 376.35, bid strategy lowest_cost, and attribution window 7d_click.",2026-05-03 05:41:56
DOC_0000000505,CL_0002,campaign_setting_summary,ad_campaign_settings,GC_00000026,0,campaign_context,"Google campaign Shopping - Home Goods - Promo uses objective Shopping, status learning, budget 410.75, bid strategy maximize_conversions, and attribution window 7d_click.",2026-05-03 21:21:34
DOC_0000000506,CL_0058,campaign_setting_summary,ad_campaign_settings,GC_00000717,0,campaign_context,"Google campaign Prospecting - Pet Supplies - Q2 uses objective Prospecting, status learning, budget 1541.58, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-03-30 04:59:08
DOC_0000000507,CL_0022,campaign_setting_summary,ad_campaign_settings,MC_00000262,0,campaign_context,"Meta campaign Shopping - Footwear - Evergreen uses objective Shopping, status active, budget 111.71, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-05-19 09:42:11
DOC_0000000508,CL_0018,campaign_setting_summary,ad_campaign_settings,GC_00000223,0,campaign_context,"Google campaign Retargeting - Baby - Promo uses objective Retargeting, status active, budget 2079.89, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-05-15 10:49:09
DOC_0000000509,CL_0017,campaign_setting_summary,ad_campaign_settings,MC_00000202,0,campaign_context,"Meta campaign Winback - Apparel - Q2 uses objective Winback, status paused, budget 1900.79, bid strategy cost_cap, and attribution window data_driven.",2026-03-30 22:19:01
DOC_0000000510,CL_0051,campaign_setting_summary,ad_campaign_settings,MC_00000622,0,campaign_context,"Meta campaign Prospecting - Supplements - Q2 uses objective Prospecting, status paused, budget 1940.72, bid strategy maximize_conversions, and attribution window 7d_click.",2026-04-25 23:52:42
DOC_0000000511,CL_0039,campaign_setting_summary,ad_campaign_settings,MC_00000465,0,campaign_context,"Meta campaign Prospecting - Consumer Electronics - Q2 uses objective Prospecting, status learning, budget 117.78, bid strategy cost_cap, and attribution window 1d_click.",2026-04-15 21:49:39
DOC_0000000512,CL_0048,campaign_setting_summary,ad_campaign_settings,GC_00000585,0,campaign_context,"Google campaign Shopping - Supplements - Promo uses objective Shopping, status active, budget 134.18, bid strategy lowest_cost, and attribution window 1d_click.",2026-05-09 04:15:19
DOC_0000000513,CL_0010,campaign_setting_summary,ad_campaign_settings,MC_00000118,0,campaign_context,"Meta campaign Lookalike - Supplements - Scale uses objective Lookalike, status active, budget 2684.57, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-05-14 20:34:57
DOC_0000000514,CL_0011,campaign_setting_summary,ad_campaign_settings,GC_00000136,0,campaign_context,"Google campaign Retargeting - Beauty - Scale uses objective Retargeting, status active, budget 216.52, bid strategy cost_cap, and attribution window 7d_click.",2026-04-16 04:41:23
DOC_0000000515,CL_0002,campaign_setting_summary,ad_campaign_settings,MC_00000014,0,campaign_context,"Meta campaign Prospecting - Home Goods - Scale uses objective Prospecting, status active, budget 1590.48, bid strategy maximize_conversions, and attribution window data_driven.",2026-05-10 10:52:49
DOC_0000000516,CL_0016,campaign_setting_summary,ad_campaign_settings,MC_00000188,0,campaign_context,"Meta campaign Winback - Home Goods - Evergreen uses objective Winback, status active, budget 778.71, bid strategy target_roas, and attribution window data_driven.",2026-04-10 13:51:09
DOC_0000000517,CL_0021,campaign_setting_summary,ad_campaign_settings,GC_00000255,0,campaign_context,"Google campaign Prospecting - Outdoor - Scale uses objective Prospecting, status active, budget 2404.38, bid strategy cost_cap, and attribution window 7d_click_1d_view.",2026-04-07 06:42:53
DOC_0000000518,CL_0012,campaign_setting_summary,ad_campaign_settings,GC_00000146,0,campaign_context,"Google campaign Retargeting - Supplements - Evergreen uses objective Retargeting, status active, budget 1594.75, bid strategy target_roas, and attribution window 1d_click.",2026-05-03 14:32:17
DOC_0000000519,CL_0050,campaign_setting_summary,ad_campaign_settings,GC_00000608,0,campaign_context,"Google campaign Prospecting - Home Goods - Q2 uses objective Prospecting, status active, budget 137.49, bid strategy lowest_cost, and attribution window 7d_click_1d_view.",2026-04-08 04:21:22
DOC_0000000520,CL_0055,campaign_setting_summary,ad_campaign_settings,MC_00000669,0,campaign_context,"Meta campaign Shopping - Baby - Evergreen uses objective Shopping, status active, budget 1398.32, bid strategy target_roas, and attribution window 7d_click.",2026-06-05 03:39:10
DOC_0000000521,CL_0056,campaign_setting_summary,ad_campaign_settings,GC_00000692,0,campaign_context,"Google campaign Prospecting - Pet Supplies - Q2 uses objective Prospecting, status active, budget 1487.15, bid strategy cost_cap, and attribution window 7d_click.",2026-05-23 04:19:23
DOC_0000000522,CL_0031,campaign_setting_summary,ad_campaign_settings,GC_00000376,0,campaign_context,"Google campaign Lookalike - Jewelry - Q2 uses objective Lookalike, status active, budget 183.22, bid strategy maximize_conversions, and attribution window 7d_click.",2026-04-14 02:57:21
DOC_0000000523,CL_0043,campaign_setting_summary,ad_campaign_settings,GC_00000525,0,campaign_context,"Google campaign Retargeting - Footwear - Scale uses objective Retargeting, status learning, budget 2960.27, bid strategy lowest_cost, and attribution window data_driven.",2026-05-12 00:39:57
DOC_0000000524,CL_0056,campaign_setting_summary,ad_campaign_settings,MC_00000682,0,campaign_context,"Meta campaign Lookalike - Pet Supplies - Scale uses objective Lookalike, status active, budget 441.49, bid strategy maximize_conversions, and attribution window 7d_click.",2026-04-18 23:03:50
DOC_0000000525,CL_0014,campaign_setting_summary,ad_campaign_settings,MC_00000165,0,campaign_context,"Meta campaign Lookalike - Baby - Scale uses objective Lookalike, status paused, budget 1144.18, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-05-05 08:42:37
DOC_0000000526,CL_0053,campaign_setting_summary,ad_campaign_settings,MC_00000649,0,campaign_context,"Meta campaign Retargeting - Beauty - Scale uses objective Retargeting, status paused, budget 226.39, bid strategy cost_cap, and attribution window 7d_click.",2026-04-23 02:04:29
DOC_0000000527,CL_0054,campaign_setting_summary,ad_campaign_settings,GC_00000662,0,campaign_context,"Google campaign Shopping - Footwear - Promo uses objective Shopping, status active, budget 468.29, bid strategy cost_cap, and attribution window data_driven.",2026-05-03 06:43:17
DOC_0000000528,CL_0051,campaign_setting_summary,ad_campaign_settings,GC_00000628,0,campaign_context,"Google campaign Shopping - Supplements - Promo uses objective Shopping, status active, budget 1186.13, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-06-01 05:46:01
DOC_0000000529,CL_0029,campaign_setting_summary,ad_campaign_settings,GC_00000353,0,campaign_context,"Google campaign Retargeting - Pet Supplies - Promo uses objective Retargeting, status limited, budget 1896.68, bid strategy target_roas, and attribution window 1d_click.",2026-03-25 21:10:40
DOC_0000000530,CL_0027,campaign_setting_summary,ad_campaign_settings,MC_00000317,0,campaign_context,"Meta campaign Brand Search - Beauty - Q2 uses objective Brand Search, status active, budget 4045.47, bid strategy maximize_conversions, and attribution window 7d_click.",2026-05-03 02:19:59
DOC_0000000531,CL_0034,campaign_setting_summary,ad_campaign_settings,GC_00000410,0,campaign_context,"Google campaign Retargeting - Footwear - Q2 uses objective Retargeting, status active, budget 759.92, bid strategy target_roas, and attribution window 7d_click_1d_view.",2026-03-26 08:15:23
DOC_0000000532,CL_0057,campaign_setting_summary,ad_campaign_settings,GC_00000702,0,campaign_context,"Google campaign Winback - Home Goods - Scale uses objective Winback, status active, budget 1937.54, bid strategy maximize_conversions, and attribution window 7d_click_1d_view.",2026-03-22 00:45:50
DOC_0000000533,CL_0039,campaign_setting_summary,ad_campaign_settings,GC_00000469,0,campaign_context,"Google campaign Lookalike - Consumer Electronics - Evergreen uses objective Lookalike, status active, budget 2043.99, bid strategy cost_cap, and attribution window data_driven.",2026-04-27 10:32:41
