recommendation_id,client_id,detected_at,recommendation_type,title,target_platform,target_campaign_id,evidence_summary,supporting_benchmark_id,expected_weekly_savings,expected_roas_lift_pct,confidence_score,risk_level,decision_required,status
REC_0000000292,CL_0015,2026-06-01 05:11:18,Budget Shift,Budget Shift: Reduce Budget,Meta,MC_00000171,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000147,1249.33,0.1247,0.8353,Low,auto_execute_allowed,needs_more_evidence
REC_0000000293,CL_0015,2026-03-22 21:00:48,Tracking Fix,Tracking Fix: Reduce Budget,Meta,MC_00000175,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000198,6444.09,0.0770,0.7511,Low,human_approval,approved
REC_0000000294,CL_0015,2026-04-16 07:05:26,Benchmark Alert,Benchmark Alert: Reduce Budget,Google,GC_00000181,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000245,6499.80,0.1415,0.8645,Low,human_approval,approved
REC_0000000295,CL_0015,2026-04-14 08:11:03,Audience Refresh,Audience Refresh: Exclude Recent Buyers,Google,GC_00000183,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000140,4508.08,0.0986,0.8092,Medium,human_approval,new
REC_0000000296,CL_0015,2026-05-11 09:46:04,Audience Refresh,Audience Refresh: Reduce Budget,Meta,MC_00000176,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000108,3894.87,0.0932,0.9308,Medium,human_approval,executed
REC_0000000297,CL_0016,2026-03-14 08:36:05,Audience Refresh,Audience Refresh: Tighten Brand Search Exclusions,Google,GC_00000197,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000208,240.32,0.1329,0.6593,High,human_approval,needs_more_evidence
REC_0000000298,CL_0016,2026-06-07 02:11:56,Benchmark Alert,Benchmark Alert: Split Retargeting Window,Google,GC_00000193,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000020,769.13,0.1144,0.5680,High,human_approval,new
REC_0000000299,CL_0016,2026-04-21 00:47:40,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000189,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000118,97.64,0.1491,0.5484,High,human_approval,needs_more_evidence
REC_0000000300,CL_0016,2026-04-15 09:10:03,Budget Shift,Budget Shift: Suppress Email Converters,Meta,MC_00000186,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000116,338.85,0.0427,0.6051,High,human_approval,new
REC_0000000301,CL_0016,2026-06-01 03:58:00,Audience Refresh,Audience Refresh: Split Retargeting Window,Meta,MC_00000186,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000152,1424.16,0.0323,0.5879,High,human_approval,executed
REC_0000000302,CL_0016,2026-04-01 23:45:37,Benchmark Alert,Benchmark Alert: Pause Low ROAS Adset,Google,GC_00000192,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000224,1334.93,0.1521,0.8148,Low,auto_execute_allowed,approved
REC_0000000303,CL_0016,2026-03-28 19:10:15,Tracking Fix,Tracking Fix: Refresh Fatigued Audience,Google,GC_00000195,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000240,1824.73,0.0720,0.7469,Low,auto_execute_allowed,needs_more_evidence
REC_0000000304,CL_0016,2026-05-20 02:12:11,Budget Shift,Budget Shift: Split Retargeting Window,Google,GC_00000197,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000025,1657.57,0.1352,0.7765,High,human_approval,needs_more_evidence
REC_0000000305,CL_0016,2026-06-07 02:30:11,Campaign Pause,Campaign Pause: Pause Low ROAS Adset,Google,GC_00000195,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000033,1468.07,0.0771,0.7108,High,human_approval,approved
REC_0000000306,CL_0016,2026-05-15 06:43:24,Tracking Fix,Tracking Fix: Increase Budget,Meta,MC_00000185,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000206,1906.83,0.0853,0.8147,Low,auto_execute_allowed,executed
REC_0000000307,CL_0016,2026-05-31 14:36:01,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Google,GC_00000192,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000204,1796.68,0.0468,0.5763,Medium,human_approval,needs_more_evidence
REC_0000000308,CL_0016,2026-03-30 16:00:31,Audience Refresh,Audience Refresh: Split Retargeting Window,Meta,MC_00000185,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000029,955.16,0.0762,0.7488,Low,auto_execute_allowed,new
REC_0000000309,CL_0016,2026-05-28 16:04:37,Campaign Pause,Campaign Pause: Pause Low ROAS Adset,Meta,MC_00000186,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000107,1629.64,0.1013,0.6037,Medium,human_approval,executed
REC_0000000310,CL_0016,2026-03-15 20:50:52,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000189,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000128,1331.12,0.1284,0.7248,High,human_approval,executed
REC_0000000311,CL_0016,2026-04-17 13:34:36,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Google,GC_00000192,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000048,300.60,0.1221,0.7459,High,human_approval,approved
REC_0000000312,CL_0016,2026-04-09 14:46:49,Tracking Fix,Tracking Fix: Refresh Fatigued Audience,Meta,MC_00000188,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000272,664.23,0.1247,0.9313,Medium,auto_execute_allowed,approved
REC_0000000313,CL_0016,2026-05-30 18:53:20,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Google,GC_00000193,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000247,855.90,0.0505,0.8581,Medium,auto_execute_allowed,executed
REC_0000000314,CL_0016,2026-03-27 05:27:24,Tracking Fix,Tracking Fix: Refresh Fatigued Audience,Google,GC_00000191,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000108,355.92,0.0227,0.6108,Medium,human_approval,needs_more_evidence
REC_0000000315,CL_0016,2026-05-07 18:51:54,Tracking Fix,Tracking Fix: Increase Budget,Meta,MC_00000185,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000198,1560.10,0.1203,0.5488,High,human_approval,approved
REC_0000000316,CL_0016,2026-04-24 11:18:14,Audience Refresh,Audience Refresh: Refresh Fatigued Audience,Meta,MC_00000189,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000144,273.94,0.0388,0.7933,Low,auto_execute_allowed,dismissed
REC_0000000317,CL_0016,2026-04-29 23:30:18,Campaign Pause,Campaign Pause: Split Retargeting Window,Meta,MC_00000188,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000253,1012.22,0.0820,0.7358,Low,auto_execute_allowed,needs_more_evidence
REC_0000000318,CL_0016,2026-06-02 10:42:00,Audience Refresh,Audience Refresh: Create Lookalike from High LTV,Google,GC_00000193,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000270,268.97,0.1205,0.6121,Low,human_approval,approved
REC_0000000319,CL_0016,2026-03-25 09:00:18,Budget Shift,Budget Shift: Fix Tracking Gap,Meta,MC_00000190,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000227,74.08,0.0760,0.6794,Low,human_approval,executed
REC_0000000320,CL_0016,2026-06-02 12:43:26,Audience Refresh,Audience Refresh: Suppress Email Converters,Meta,MC_00000190,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000260,671.34,0.0249,0.6278,Medium,human_approval,new
REC_0000000321,CL_0016,2026-04-01 06:45:24,Campaign Pause,Campaign Pause: Refresh Fatigued Audience,Google,GC_00000195,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000095,1940.46,0.0341,0.8024,Low,auto_execute_allowed,executed
REC_0000000322,CL_0016,2026-04-03 07:13:22,Benchmark Alert,Benchmark Alert: Suppress Email Converters,Meta,MC_00000190,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000272,1327.44,0.0407,0.6049,Medium,human_approval,new
REC_0000000323,CL_0016,2026-03-13 16:16:38,Tracking Fix,Tracking Fix: Suppress Email Converters,Meta,MC_00000190,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000217,955.15,0.0710,0.9130,Medium,auto_execute_allowed,executed
REC_0000000324,CL_0017,2026-04-07 04:15:21,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Meta,MC_00000199,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000182,3660.10,0.1373,0.7464,High,human_approval,new
REC_0000000325,CL_0017,2026-05-01 14:55:13,Budget Shift,Budget Shift: Increase Budget,Meta,MC_00000203,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000051,4560.73,0.1309,0.6830,Medium,human_approval,needs_more_evidence
REC_0000000326,CL_0017,2026-04-27 23:11:36,Campaign Pause,Campaign Pause: Increase Budget,Google,GC_00000208,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000027,4102.88,0.0998,0.5988,Medium,human_approval,new
REC_0000000327,CL_0017,2026-05-31 00:29:55,Tracking Fix,Tracking Fix: Pause Low ROAS Adset,Google,GC_00000206,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000009,1658.75,0.0570,0.6076,Low,human_approval,approved
REC_0000000328,CL_0017,2026-04-02 11:46:48,Benchmark Alert,Benchmark Alert: Suppress Email Converters,Google,GC_00000211,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000116,4231.56,0.0535,0.7538,Low,human_approval,new
REC_0000000329,CL_0017,2026-04-06 04:57:41,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Meta,MC_00000201,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000073,2797.17,0.1004,0.7513,Medium,human_approval,dismissed
REC_0000000330,CL_0017,2026-05-28 23:23:24,Audience Refresh,Audience Refresh: Increase Budget,Meta,MC_00000200,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000219,4679.56,0.1160,0.8028,Medium,human_approval,new
REC_0000000331,CL_0017,2026-05-18 06:25:30,Benchmark Alert,Benchmark Alert: Reduce Budget,Meta,MC_00000199,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000190,1802.35,0.0474,0.7961,Medium,auto_execute_allowed,executed
REC_0000000332,CL_0017,2026-06-05 09:42:53,Campaign Pause,Campaign Pause: Fix Tracking Gap,Meta,MC_00000200,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000294,5025.11,0.1457,0.6711,Low,human_approval,executed
REC_0000000333,CL_0017,2026-03-27 14:23:34,Audience Refresh,Audience Refresh: Pause Low ROAS Adset,Google,GC_00000206,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000184,6385.95,0.0956,0.5599,Low,human_approval,new
REC_0000000334,CL_0018,2026-04-07 06:31:04,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000218,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000166,823.02,0.1442,0.8947,Low,auto_execute_allowed,new
REC_0000000335,CL_0018,2026-04-15 00:59:12,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Google,GC_00000223,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000090,2908.56,0.0229,0.9131,High,human_approval,executed
REC_0000000336,CL_0018,2026-04-12 07:57:54,Budget Shift,Budget Shift: Refresh Fatigued Audience,Meta,MC_00000219,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000278,1311.10,0.0655,0.7500,Medium,auto_execute_allowed,new
REC_0000000337,CL_0018,2026-04-30 04:13:26,Campaign Pause,Campaign Pause: Exclude Recent Buyers,Google,GC_00000222,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000197,2093.05,0.1382,0.5265,Medium,human_approval,approved
REC_0000000338,CL_0018,2026-03-27 08:16:27,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Google,GC_00000225,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000058,4890.75,0.0836,0.7009,Medium,human_approval,executed
REC_0000000339,CL_0018,2026-05-14 02:17:16,Benchmark Alert,Benchmark Alert: Tighten Brand Search Exclusions,Meta,MC_00000219,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000013,2308.78,0.0760,0.7219,Medium,auto_execute_allowed,executed
REC_0000000340,CL_0018,2026-03-20 12:58:39,Audience Exclusion,Audience Exclusion: Reduce Budget,Meta,MC_00000212,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000109,5946.48,0.0401,0.8972,Low,human_approval,new
REC_0000000341,CL_0018,2026-05-21 20:51:35,Campaign Pause,Campaign Pause: Tighten Brand Search Exclusions,Meta,MC_00000219,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000095,2226.47,0.0876,0.6300,Medium,human_approval,approved
REC_0000000342,CL_0018,2026-03-21 14:22:03,Budget Shift,Budget Shift: Pause Low ROAS Adset,Meta,MC_00000219,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000202,1809.25,0.0595,0.5351,Medium,human_approval,executed
REC_0000000343,CL_0018,2026-05-31 19:05:11,Tracking Fix,Tracking Fix: Create Lookalike from High LTV,Google,GC_00000225,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000087,3948.34,0.0860,0.7311,High,human_approval,new
REC_0000000344,CL_0018,2026-05-02 10:35:06,Campaign Pause,Campaign Pause: Tighten Brand Search Exclusions,Google,GC_00000223,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000065,7591.99,0.1205,0.7665,High,human_approval,new
REC_0000000345,CL_0018,2026-03-29 18:35:39,Audience Refresh,Audience Refresh: Increase Budget,Meta,MC_00000218,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000111,5030.44,0.0915,0.9327,High,human_approval,dismissed
REC_0000000346,CL_0018,2026-05-02 02:27:45,Budget Shift,Budget Shift: Create Lookalike from High LTV,Google,GC_00000220,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000283,7885.18,0.0582,0.8100,Medium,human_approval,approved
REC_0000000347,CL_0018,2026-04-15 15:51:37,Audience Exclusion,Audience Exclusion: Pause Low ROAS Adset,Meta,MC_00000217,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000299,4852.71,0.1374,0.6265,Medium,human_approval,executed
REC_0000000348,CL_0018,2026-05-24 02:37:47,Audience Refresh,Audience Refresh: Pause Low ROAS Adset,Google,GC_00000226,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000202,1198.35,0.1444,0.6281,Low,human_approval,executed
REC_0000000349,CL_0018,2026-04-17 01:45:26,Audience Refresh,Audience Refresh: Exclude Recent Buyers,Meta,MC_00000212,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000103,2341.92,0.1600,0.5657,Low,human_approval,executed
REC_0000000350,CL_0018,2026-05-07 05:21:25,Audience Exclusion,Audience Exclusion: Tighten Brand Search Exclusions,Google,GC_00000224,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000160,7428.76,0.0459,0.6394,Low,human_approval,new
REC_0000000351,CL_0018,2026-04-22 12:13:16,Audience Refresh,Audience Refresh: Split Retargeting Window,Meta,MC_00000217,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000155,2978.27,0.1553,0.6497,Medium,human_approval,new
REC_0000000352,CL_0018,2026-04-27 17:41:26,Audience Exclusion,Audience Exclusion: Refresh Fatigued Audience,Meta,MC_00000219,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000129,1078.38,0.0766,0.8713,High,human_approval,needs_more_evidence
REC_0000000353,CL_0018,2026-05-04 04:07:32,Budget Shift,Budget Shift: Tighten Brand Search Exclusions,Google,GC_00000222,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000070,5535.74,0.0955,0.5771,Low,human_approval,approved
REC_0000000354,CL_0018,2026-05-18 04:42:22,Audience Refresh,Audience Refresh: Tighten Brand Search Exclusions,Google,GC_00000221,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000281,2542.10,0.1349,0.9204,High,human_approval,executed
REC_0000000355,CL_0018,2026-03-16 01:20:27,Campaign Pause,Campaign Pause: Tighten Brand Search Exclusions,Google,GC_00000224,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000090,6576.09,0.0738,0.8231,Low,human_approval,new
REC_0000000356,CL_0018,2026-05-24 00:37:52,Budget Shift,Budget Shift: Split Retargeting Window,Meta,MC_00000215,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000188,901.51,0.0750,0.5393,High,human_approval,dismissed
REC_0000000357,CL_0018,2026-05-16 19:05:41,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000215,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000262,3383.77,0.1127,0.8392,Low,human_approval,dismissed
REC_0000000358,CL_0018,2026-04-17 14:40:26,Campaign Pause,Campaign Pause: Reduce Budget,Google,GC_00000227,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000044,7240.32,0.0983,0.5745,High,human_approval,new
REC_0000000359,CL_0018,2026-04-10 00:31:50,Audience Refresh,Audience Refresh: Exclude Recent Buyers,Meta,MC_00000219,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000223,6353.75,0.1324,0.5403,Low,human_approval,needs_more_evidence
REC_0000000360,CL_0018,2026-06-02 04:44:01,Audience Exclusion,Audience Exclusion: Fix Tracking Gap,Meta,MC_00000217,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000198,4859.71,0.1078,0.6350,Low,human_approval,needs_more_evidence
REC_0000000361,CL_0018,2026-04-28 06:38:29,Audience Refresh,Audience Refresh: Reduce Budget,Meta,MC_00000215,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000205,1211.01,0.0297,0.7981,Low,auto_execute_allowed,approved
REC_0000000362,CL_0019,2026-05-12 16:49:17,Benchmark Alert,Benchmark Alert: Reduce Budget,Meta,MC_00000228,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000166,832.33,0.1281,0.7933,Low,auto_execute_allowed,needs_more_evidence
REC_0000000363,CL_0019,2026-04-28 15:33:10,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Meta,MC_00000228,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000089,700.89,0.0589,0.8730,Low,auto_execute_allowed,executed
REC_0000000364,CL_0019,2026-03-20 21:41:02,Audience Exclusion,Audience Exclusion: Create Lookalike from High LTV,Meta,MC_00000232,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000004,1179.35,0.0837,0.8392,Medium,auto_execute_allowed,approved
REC_0000000365,CL_0019,2026-03-24 18:26:21,Campaign Pause,Campaign Pause: Create Lookalike from High LTV,Google,GC_00000236,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000054,478.43,0.1525,0.7064,Medium,human_approval,new
REC_0000000366,CL_0019,2026-05-06 04:47:05,Tracking Fix,Tracking Fix: Pause Low ROAS Adset,Meta,MC_00000229,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000231,568.50,0.1218,0.8936,High,human_approval,needs_more_evidence
REC_0000000367,CL_0019,2026-04-06 08:58:12,Tracking Fix,Tracking Fix: Suppress Email Converters,Google,GC_00000238,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000060,1335.00,0.0364,0.8975,Medium,auto_execute_allowed,approved
REC_0000000368,CL_0019,2026-04-28 09:36:27,Audience Exclusion,Audience Exclusion: Create Lookalike from High LTV,Google,GC_00000237,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000202,1688.20,0.1046,0.7705,Low,auto_execute_allowed,new
REC_0000000369,CL_0019,2026-04-29 05:39:59,Campaign Pause,Campaign Pause: Tighten Brand Search Exclusions,Meta,MC_00000229,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000175,1093.27,0.1517,0.7271,Low,auto_execute_allowed,needs_more_evidence
REC_0000000370,CL_0019,2026-04-09 02:44:30,Audience Exclusion,Audience Exclusion: Refresh Fatigued Audience,Meta,MC_00000234,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000255,55.00,0.0549,0.6219,Low,human_approval,executed
REC_0000000371,CL_0019,2026-03-23 01:30:00,Benchmark Alert,Benchmark Alert: Reduce Budget,Google,GC_00000237,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000213,1444.17,0.0923,0.8626,Low,auto_execute_allowed,dismissed
REC_0000000372,CL_0019,2026-04-22 12:18:08,Tracking Fix,Tracking Fix: Suppress Email Converters,Meta,MC_00000234,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000071,612.70,0.1559,0.9049,Low,auto_execute_allowed,dismissed
REC_0000000373,CL_0019,2026-04-09 06:41:31,Benchmark Alert,Benchmark Alert: Create Lookalike from High LTV,Meta,MC_00000234,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000014,169.18,0.0349,0.5317,Medium,human_approval,needs_more_evidence
REC_0000000374,CL_0019,2026-04-10 00:10:11,Audience Exclusion,Audience Exclusion: Exclude Recent Buyers,Meta,MC_00000233,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000173,1135.91,0.0339,0.7476,Medium,auto_execute_allowed,new
REC_0000000375,CL_0019,2026-04-25 22:15:16,Campaign Pause,Campaign Pause: Suppress Email Converters,Meta,MC_00000228,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000289,745.91,0.0528,0.5814,High,human_approval,needs_more_evidence
REC_0000000376,CL_0019,2026-03-12 10:00:26,Budget Shift,Budget Shift: Fix Tracking Gap,Google,GC_00000238,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000166,1103.08,0.0922,0.9119,High,human_approval,executed
REC_0000000377,CL_0019,2026-05-04 11:58:37,Audience Refresh,Audience Refresh: Reduce Budget,Google,GC_00000238,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000103,683.14,0.0301,0.8780,Low,auto_execute_allowed,executed
REC_0000000378,CL_0019,2026-04-04 13:37:05,Audience Exclusion,Audience Exclusion: Reduce Budget,Google,GC_00000235,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000210,1017.79,0.1513,0.5302,Low,human_approval,needs_more_evidence
REC_0000000379,CL_0019,2026-05-01 21:36:39,Campaign Pause,Campaign Pause: Increase Budget,Meta,MC_00000228,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000059,689.23,0.0675,0.8833,Low,auto_execute_allowed,approved
REC_0000000380,CL_0019,2026-04-04 15:31:46,Audience Exclusion,Audience Exclusion: Refresh Fatigued Audience,Google,GC_00000236,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000238,144.29,0.0513,0.5932,Low,human_approval,new
REC_0000000381,CL_0019,2026-04-20 23:35:51,Campaign Pause,Campaign Pause: Reduce Budget,Meta,MC_00000234,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000180,1293.03,0.1251,0.5562,Low,human_approval,executed
REC_0000000382,CL_0019,2026-04-17 19:25:23,Benchmark Alert,Benchmark Alert: Split Retargeting Window,Meta,MC_00000229,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000155,387.44,0.0220,0.7570,Medium,auto_execute_allowed,approved
REC_0000000383,CL_0019,2026-04-13 01:23:39,Campaign Pause,Campaign Pause: Increase Budget,Google,GC_00000238,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000139,278.24,0.1076,0.6956,Medium,human_approval,new
REC_0000000384,CL_0020,2026-03-25 05:16:26,Audience Exclusion,Audience Exclusion: Create Lookalike from High LTV,Meta,MC_00000243,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000272,663.06,0.1586,0.9155,Low,auto_execute_allowed,dismissed
REC_0000000385,CL_0020,2026-04-07 16:39:40,Benchmark Alert,Benchmark Alert: Tighten Brand Search Exclusions,Google,GC_00000247,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000067,2239.73,0.0294,0.5999,Medium,human_approval,new
REC_0000000386,CL_0020,2026-04-03 15:05:31,Campaign Pause,Campaign Pause: Fix Tracking Gap,Google,GC_00000245,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000166,2119.02,0.0886,0.9170,Low,auto_execute_allowed,executed
REC_0000000387,CL_0020,2026-04-28 06:06:47,Campaign Pause,Campaign Pause: Suppress Email Converters,Google,GC_00000246,"Detected elevated spend overlap, weak ROAS, audience fatigue, or benchmark-backed optimization opportunity.",BM_00000093,2265.18,0.1569,0.7050,Low,human_approval,executed
