optimization_id,client_id,created_at,agent_name,action_type,target_platform,target_campaign_id,reason,expected_impact_pct,confidence_score,risk_level,status,approved_by,actual_impact_pct,rollback_flag,evidence_refs
OPT_0000000695,CL_0014,2026-04-04 02:47:45,Data Scout,Reduce Budget,Meta,MC_00000160,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0930,0.7073,Medium,Executed,auto_policy,0.0164,false,"[""sql:ad_performance_daily:1840"", ""rag:benchmark:332""]"
OPT_0000000696,CL_0014,2026-04-21 13:14:04,Pattern Miner,Split Retargeting Window,Meta,MC_00000165,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1124,0.8514,Low,Pending Review,,,false,"[""sql:ad_performance_daily:1839"", ""rag:benchmark:42""]"
OPT_0000000697,CL_0014,2026-03-29 00:36:03,Pattern Miner,Exclude Recent Buyers,Google,GC_00000169,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1028,0.9270,Low,Executed,human_ops,0.0313,false,"[""sql:ad_performance_daily:6481"", ""rag:benchmark:156""]"
OPT_0000000698,CL_0014,2026-05-18 00:18:12,Pattern Miner,Exclude Recent Buyers,Meta,MC_00000160,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1493,0.8108,Low,Executed,,0.1121,false,"[""sql:ad_performance_daily:6369"", ""rag:benchmark:340""]"
OPT_0000000699,CL_0014,2026-04-14 04:52:18,Risk Guardrail,Pause Low ROAS Adset,Meta,MC_00000161,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1369,0.5407,Medium,Executed,human_ops,0.0645,false,"[""sql:ad_performance_daily:9309"", ""rag:benchmark:438""]"
OPT_0000000700,CL_0014,2026-06-03 01:20:37,Risk Guardrail,Refresh Fatigued Audience,Meta,MC_00000162,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1669,0.7073,Medium,Executed,,0.0973,false,"[""sql:ad_performance_daily:8290"", ""rag:benchmark:237""]"
OPT_0000000701,CL_0014,2026-05-18 13:48:38,Pattern Miner,Suppress Email Converters,Meta,MC_00000161,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1515,0.8382,Medium,Executed,human_ops,0.1776,false,"[""sql:ad_performance_daily:9427"", ""rag:benchmark:154""]"
OPT_0000000702,CL_0014,2026-03-23 17:56:31,Action Executor,Tighten Brand Search Exclusions,Google,GC_00000168,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1517,0.7691,Low,Executed,client_admin,0.2071,false,"[""sql:ad_performance_daily:528"", ""rag:benchmark:317""]"
OPT_0000000703,CL_0014,2026-05-10 06:49:29,Pattern Miner,Split Retargeting Window,Google,GC_00000170,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1388,0.6365,Low,Pending Review,,,false,"[""sql:ad_performance_daily:1119"", ""rag:benchmark:62""]"
OPT_0000000704,CL_0014,2026-06-05 21:59:11,Data Scout,Fix Tracking Gap,Google,GC_00000168,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1578,0.6561,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:6153"", ""rag:benchmark:233""]"
OPT_0000000705,CL_0014,2026-03-23 18:06:43,Pattern Miner,Exclude Recent Buyers,Google,GC_00000170,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0716,0.8855,Medium,Rolled Back,,0.0738,true,"[""sql:ad_performance_daily:5699"", ""rag:benchmark:478""]"
OPT_0000000706,CL_0014,2026-04-17 04:14:07,Risk Guardrail,Increase Budget,Google,GC_00000170,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1452,0.8051,Low,Executed,auto_policy,0.0709,false,"[""sql:ad_performance_daily:4675"", ""rag:benchmark:296""]"
OPT_0000000707,CL_0014,2026-05-07 10:06:15,Risk Guardrail,Increase Budget,Meta,MC_00000164,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0649,0.7006,Medium,Executed,,-0.0097,false,"[""sql:ad_performance_daily:8122"", ""rag:benchmark:167""]"
OPT_0000000708,CL_0014,2026-05-24 20:38:10,Data Scout,Increase Budget,Meta,MC_00000165,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0965,0.7436,Low,Pending Review,,,false,"[""sql:ad_performance_daily:8630"", ""rag:benchmark:421""]"
OPT_0000000709,CL_0014,2026-05-24 19:47:13,Pattern Miner,Tighten Brand Search Exclusions,Google,GC_00000170,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0454,0.7888,Low,Rejected,,,false,"[""sql:ad_performance_daily:7372"", ""rag:benchmark:212""]"
OPT_0000000710,CL_0014,2026-05-06 22:08:22,Risk Guardrail,Tighten Brand Search Exclusions,Meta,MC_00000163,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0754,0.8338,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:8885"", ""rag:benchmark:486""]"
OPT_0000000711,CL_0014,2026-05-26 10:29:45,Pattern Miner,Pause Low ROAS Adset,Meta,MC_00000160,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0814,0.9700,Medium,Rolled Back,,0.0186,true,"[""sql:ad_performance_daily:9338"", ""rag:benchmark:363""]"
OPT_0000000712,CL_0014,2026-05-20 23:54:28,Data Scout,Split Retargeting Window,Meta,MC_00000161,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0675,0.4764,Low,Executed,,0.0146,false,"[""sql:ad_performance_daily:8369"", ""rag:benchmark:264""]"
OPT_0000000713,CL_0014,2026-06-02 06:20:00,Action Executor,Split Retargeting Window,Google,GC_00000168,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0321,0.9050,Medium,Executed,client_admin,0.0691,false,"[""sql:ad_performance_daily:433"", ""rag:benchmark:249""]"
OPT_0000000714,CL_0014,2026-04-10 05:09:26,Risk Guardrail,Fix Tracking Gap,Meta,MC_00000160,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0502,0.7514,Low,Executed,client_admin,0.0300,false,"[""sql:ad_performance_daily:389"", ""rag:benchmark:442""]"
OPT_0000000715,CL_0014,2026-04-22 02:55:48,Risk Guardrail,Suppress Email Converters,Meta,MC_00000166,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1611,0.5169,Low,Approved,,,false,"[""sql:ad_performance_daily:8251"", ""rag:benchmark:69""]"
OPT_0000000716,CL_0014,2026-06-04 05:48:39,Data Scout,Increase Budget,Meta,MC_00000161,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0499,0.6814,Low,Executed,human_ops,0.1044,false,"[""sql:ad_performance_daily:2932"", ""rag:benchmark:403""]"
OPT_0000000717,CL_0014,2026-03-16 17:27:23,Data Scout,Create Lookalike from High LTV,Meta,MC_00000161,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0805,0.9700,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:5840"", ""rag:benchmark:115""]"
OPT_0000000718,CL_0014,2026-05-23 01:41:07,Risk Guardrail,Suppress Email Converters,Google,GC_00000170,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1357,0.8075,Low,Generated,,,false,"[""sql:ad_performance_daily:5789"", ""rag:benchmark:33""]"
OPT_0000000719,CL_0014,2026-04-10 23:01:38,Risk Guardrail,Refresh Fatigued Audience,Google,GC_00000167,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1320,0.6845,Low,Approved,,,false,"[""sql:ad_performance_daily:3910"", ""rag:benchmark:19""]"
OPT_0000000720,CL_0014,2026-04-11 12:28:23,Data Scout,Tighten Brand Search Exclusions,Meta,MC_00000165,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0339,0.7888,Medium,Approved,human_ops,,false,"[""sql:ad_performance_daily:134"", ""rag:benchmark:56""]"
OPT_0000000721,CL_0014,2026-04-17 14:39:08,Recommendation Engine,Increase Budget,Google,GC_00000167,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1143,0.8341,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:6334"", ""rag:benchmark:31""]"
OPT_0000000722,CL_0014,2026-04-29 21:01:15,Pattern Miner,Split Retargeting Window,Meta,MC_00000165,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1712,0.6036,High,Executed,auto_policy,0.1610,false,"[""sql:ad_performance_daily:8266"", ""rag:benchmark:400""]"
OPT_0000000723,CL_0014,2026-05-23 20:17:59,Action Executor,Pause Low ROAS Adset,Google,GC_00000169,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0629,0.7402,Low,Generated,,,false,"[""sql:ad_performance_daily:8145"", ""rag:benchmark:316""]"
OPT_0000000724,CL_0014,2026-04-09 03:55:14,Risk Guardrail,Tighten Brand Search Exclusions,Google,GC_00000167,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1017,0.5628,Medium,Approved,auto_policy,,false,"[""sql:ad_performance_daily:9889"", ""rag:benchmark:88""]"
OPT_0000000725,CL_0014,2026-05-11 01:13:53,Risk Guardrail,Suppress Email Converters,Google,GC_00000169,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1336,0.7748,Medium,Executed,,0.0917,false,"[""sql:ad_performance_daily:564"", ""rag:benchmark:233""]"
OPT_0000000726,CL_0014,2026-04-25 03:37:35,Risk Guardrail,Create Lookalike from High LTV,Meta,MC_00000166,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0334,0.8694,Low,Executed,auto_policy,-0.0462,false,"[""sql:ad_performance_daily:9524"", ""rag:benchmark:470""]"
OPT_0000000727,CL_0014,2026-05-29 17:49:38,Recommendation Engine,Reduce Budget,Google,GC_00000170,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1368,0.7701,Low,Executed,human_ops,0.2152,false,"[""sql:ad_performance_daily:1645"", ""rag:benchmark:371""]"
OPT_0000000728,CL_0014,2026-05-12 08:15:16,Action Executor,Tighten Brand Search Exclusions,Meta,MC_00000166,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1472,0.7048,High,Approved,,,false,"[""sql:ad_performance_daily:3244"", ""rag:benchmark:445""]"
OPT_0000000729,CL_0014,2026-04-07 19:45:16,Recommendation Engine,Create Lookalike from High LTV,Meta,MC_00000165,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0750,0.8000,Low,Executed,auto_policy,0.0761,false,"[""sql:ad_performance_daily:5370"", ""rag:benchmark:169""]"
OPT_0000000730,CL_0015,2026-03-17 20:27:59,Recommendation Engine,Reduce Budget,Meta,MC_00000175,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0507,0.9700,Medium,Executed,human_ops,0.0109,false,"[""sql:ad_performance_daily:6062"", ""rag:benchmark:439""]"
OPT_0000000731,CL_0015,2026-05-07 23:53:22,Recommendation Engine,Tighten Brand Search Exclusions,Google,GC_00000184,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0837,0.7276,Medium,Generated,,,false,"[""sql:ad_performance_daily:7490"", ""rag:benchmark:69""]"
OPT_0000000732,CL_0015,2026-03-19 15:18:06,Data Scout,Pause Low ROAS Adset,Meta,MC_00000177,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0307,0.8537,Low,Approved,auto_policy,,false,"[""sql:ad_performance_daily:6705"", ""rag:benchmark:155""]"
OPT_0000000733,CL_0015,2026-05-05 13:28:02,Action Executor,Pause Low ROAS Adset,Meta,MC_00000174,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0964,0.5596,High,Approved,auto_policy,,false,"[""sql:ad_performance_daily:3306"", ""rag:benchmark:376""]"
OPT_0000000734,CL_0015,2026-03-27 14:58:59,Recommendation Engine,Tighten Brand Search Exclusions,Meta,MC_00000178,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1347,0.7157,Medium,Rolled Back,,0.2055,true,"[""sql:ad_performance_daily:7120"", ""rag:benchmark:212""]"
OPT_0000000735,CL_0015,2026-05-14 16:40:35,Data Scout,Increase Budget,Meta,MC_00000175,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1590,0.8083,Low,Executed,human_ops,0.0812,false,"[""sql:ad_performance_daily:1583"", ""rag:benchmark:167""]"
OPT_0000000736,CL_0015,2026-05-25 05:40:09,Risk Guardrail,Tighten Brand Search Exclusions,Meta,MC_00000177,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1613,0.9116,Medium,Executed,client_admin,0.2289,false,"[""sql:ad_performance_daily:9603"", ""rag:benchmark:251""]"
OPT_0000000737,CL_0015,2026-03-14 14:06:48,Action Executor,Fix Tracking Gap,Meta,MC_00000172,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1770,0.7087,Low,Executed,client_admin,0.2186,false,"[""sql:ad_performance_daily:139"", ""rag:benchmark:488""]"
OPT_0000000738,CL_0015,2026-05-14 17:03:42,Data Scout,Create Lookalike from High LTV,Meta,MC_00000172,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0560,0.7526,Low,Approved,human_ops,,false,"[""sql:ad_performance_daily:2170"", ""rag:benchmark:218""]"
OPT_0000000739,CL_0015,2026-03-13 04:20:56,Recommendation Engine,Reduce Budget,Google,GC_00000180,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1705,0.6673,Low,Rolled Back,,0.2175,true,"[""sql:ad_performance_daily:2478"", ""rag:benchmark:37""]"
OPT_0000000740,CL_0015,2026-03-30 20:21:52,Risk Guardrail,Increase Budget,Meta,MC_00000174,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0899,0.7285,Medium,Executed,client_admin,0.1396,false,"[""sql:ad_performance_daily:3076"", ""rag:benchmark:220""]"
OPT_0000000741,CL_0015,2026-05-07 08:28:32,Action Executor,Reduce Budget,Meta,MC_00000173,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1483,0.8570,Low,Executed,client_admin,0.1876,false,"[""sql:ad_performance_daily:854"", ""rag:benchmark:26""]"
OPT_0000000742,CL_0015,2026-03-12 03:34:52,Pattern Miner,Tighten Brand Search Exclusions,Meta,MC_00000175,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1742,0.9484,Medium,Executed,auto_policy,0.1705,false,"[""sql:ad_performance_daily:7697"", ""rag:benchmark:226""]"
OPT_0000000743,CL_0015,2026-03-14 04:16:47,Data Scout,Refresh Fatigued Audience,Google,GC_00000179,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0819,0.8650,Low,Executed,,0.0296,false,"[""sql:ad_performance_daily:3337"", ""rag:benchmark:111""]"
OPT_0000000744,CL_0015,2026-04-14 05:45:21,Pattern Miner,Refresh Fatigued Audience,Google,GC_00000182,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1313,0.6496,Low,Rejected,,,false,"[""sql:ad_performance_daily:9368"", ""rag:benchmark:368""]"
OPT_0000000745,CL_0015,2026-05-02 22:53:01,Recommendation Engine,Split Retargeting Window,Meta,MC_00000171,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1508,0.5850,Low,Pending Review,,,false,"[""sql:ad_performance_daily:1174"", ""rag:benchmark:97""]"
OPT_0000000746,CL_0015,2026-05-10 09:05:21,Risk Guardrail,Fix Tracking Gap,Meta,MC_00000171,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1676,0.9537,Medium,Generated,,,false,"[""sql:ad_performance_daily:5862"", ""rag:benchmark:389""]"
OPT_0000000747,CL_0015,2026-03-30 21:02:29,Data Scout,Refresh Fatigued Audience,Meta,MC_00000173,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1652,0.6761,High,Executed,,0.0967,false,"[""sql:ad_performance_daily:1443"", ""rag:benchmark:32""]"
OPT_0000000748,CL_0015,2026-04-30 02:47:30,Risk Guardrail,Increase Budget,Google,GC_00000180,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1303,0.6088,Low,Rolled Back,,0.1612,true,"[""sql:ad_performance_daily:3671"", ""rag:benchmark:127""]"
OPT_0000000749,CL_0015,2026-03-31 04:05:58,Risk Guardrail,Pause Low ROAS Adset,Meta,MC_00000177,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0343,0.8648,Medium,Generated,,,false,"[""sql:ad_performance_daily:1007"", ""rag:benchmark:282""]"
OPT_0000000750,CL_0015,2026-05-03 03:24:07,Risk Guardrail,Fix Tracking Gap,Meta,MC_00000175,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0709,0.6847,Low,Executed,human_ops,0.1308,false,"[""sql:ad_performance_daily:4260"", ""rag:benchmark:67""]"
OPT_0000000751,CL_0015,2026-06-04 21:50:44,Data Scout,Tighten Brand Search Exclusions,Meta,MC_00000176,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1310,0.9123,Low,Executed,,0.0771,false,"[""sql:ad_performance_daily:700"", ""rag:benchmark:326""]"
OPT_0000000752,CL_0015,2026-05-02 06:30:45,Risk Guardrail,Tighten Brand Search Exclusions,Meta,MC_00000174,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0320,0.6982,Low,Executed,auto_policy,0.0160,false,"[""sql:ad_performance_daily:9130"", ""rag:benchmark:393""]"
OPT_0000000753,CL_0015,2026-03-25 20:34:35,Data Scout,Suppress Email Converters,Google,GC_00000181,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0827,0.5528,Medium,Executed,human_ops,0.0975,false,"[""sql:ad_performance_daily:4024"", ""rag:benchmark:454""]"
OPT_0000000754,CL_0015,2026-06-05 14:46:11,Data Scout,Exclude Recent Buyers,Meta,MC_00000177,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0663,0.6105,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:3097"", ""rag:benchmark:427""]"
OPT_0000000755,CL_0015,2026-05-03 13:35:23,Pattern Miner,Tighten Brand Search Exclusions,Google,GC_00000184,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1324,0.5152,Medium,Approved,human_ops,,false,"[""sql:ad_performance_daily:76"", ""rag:benchmark:427""]"
OPT_0000000756,CL_0015,2026-05-14 01:14:29,Recommendation Engine,Exclude Recent Buyers,Meta,MC_00000174,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1539,0.7682,Medium,Executed,,0.0763,false,"[""sql:ad_performance_daily:583"", ""rag:benchmark:297""]"
OPT_0000000757,CL_0015,2026-05-31 15:40:02,Action Executor,Create Lookalike from High LTV,Google,GC_00000183,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1357,0.7610,Medium,Approved,,,false,"[""sql:ad_performance_daily:3258"", ""rag:benchmark:341""]"
OPT_0000000758,CL_0015,2026-04-09 23:10:13,Action Executor,Pause Low ROAS Adset,Meta,MC_00000177,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1659,0.6147,Medium,Executed,client_admin,0.1035,false,"[""sql:ad_performance_daily:2723"", ""rag:benchmark:119""]"
OPT_0000000759,CL_0015,2026-03-16 16:31:55,Pattern Miner,Fix Tracking Gap,Meta,MC_00000173,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0676,0.9700,Low,Executed,,-0.0021,false,"[""sql:ad_performance_daily:3893"", ""rag:benchmark:29""]"
OPT_0000000760,CL_0015,2026-06-08 09:43:15,Action Executor,Create Lookalike from High LTV,Google,GC_00000180,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1796,0.8231,High,Pending Review,,,false,"[""sql:ad_performance_daily:2505"", ""rag:benchmark:345""]"
OPT_0000000761,CL_0015,2026-05-11 23:51:58,Pattern Miner,Increase Budget,Google,GC_00000184,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1139,0.4922,High,Pending Review,,,false,"[""sql:ad_performance_daily:5757"", ""rag:benchmark:465""]"
OPT_0000000762,CL_0015,2026-05-17 02:30:30,Recommendation Engine,Increase Budget,Meta,MC_00000174,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0558,0.4554,High,Rejected,,,false,"[""sql:ad_performance_daily:8679"", ""rag:benchmark:17""]"
OPT_0000000763,CL_0015,2026-04-02 10:25:35,Action Executor,Suppress Email Converters,Google,GC_00000184,"Suppress Email Converters triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1175,0.7852,Low,Pending Review,,,false,"[""sql:ad_performance_daily:5452"", ""rag:benchmark:110""]"
OPT_0000000764,CL_0015,2026-03-29 08:52:10,Data Scout,Create Lookalike from High LTV,Google,GC_00000181,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1673,0.8874,Low,Rolled Back,,0.1171,true,"[""sql:ad_performance_daily:7890"", ""rag:benchmark:193""]"
OPT_0000000765,CL_0015,2026-03-18 15:31:23,Risk Guardrail,Exclude Recent Buyers,Google,GC_00000179,"Exclude Recent Buyers triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0848,0.7370,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:3480"", ""rag:benchmark:76""]"
OPT_0000000766,CL_0015,2026-04-26 18:34:46,Recommendation Engine,Split Retargeting Window,Google,GC_00000179,"Split Retargeting Window triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0970,0.9700,Low,Pending Review,,,false,"[""sql:ad_performance_daily:9600"", ""rag:benchmark:466""]"
OPT_0000000767,CL_0015,2026-05-21 16:35:05,Pattern Miner,Reduce Budget,Meta,MC_00000178,"Reduce Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0450,0.8149,Low,Executed,auto_policy,-0.0111,false,"[""sql:ad_performance_daily:582"", ""rag:benchmark:8""]"
OPT_0000000768,CL_0015,2026-03-30 19:28:59,Pattern Miner,Fix Tracking Gap,Meta,MC_00000175,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0351,0.7148,Low,Executed,,0.1044,false,"[""sql:ad_performance_daily:3201"", ""rag:benchmark:102""]"
OPT_0000000769,CL_0015,2026-04-16 09:04:14,Data Scout,Create Lookalike from High LTV,Meta,MC_00000177,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1551,0.7055,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:8194"", ""rag:benchmark:307""]"
OPT_0000000770,CL_0015,2026-05-17 16:44:48,Recommendation Engine,Increase Budget,Google,GC_00000182,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0455,0.7819,Low,Executed,client_admin,0.0072,false,"[""sql:ad_performance_daily:1205"", ""rag:benchmark:173""]"
OPT_0000000771,CL_0015,2026-03-24 23:59:05,Action Executor,Increase Budget,Google,GC_00000180,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0615,0.9024,Medium,Executed,,0.0137,false,"[""sql:ad_performance_daily:9212"", ""rag:benchmark:110""]"
OPT_0000000772,CL_0015,2026-04-25 18:36:57,Data Scout,Pause Low ROAS Adset,Google,GC_00000181,"Pause Low ROAS Adset triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1070,0.7079,Low,Approved,client_admin,,false,"[""sql:ad_performance_daily:3241"", ""rag:benchmark:10""]"
OPT_0000000773,CL_0015,2026-05-04 19:25:30,Data Scout,Fix Tracking Gap,Google,GC_00000182,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1134,0.5764,Low,Approved,client_admin,,false,"[""sql:ad_performance_daily:4959"", ""rag:benchmark:3""]"
OPT_0000000774,CL_0015,2026-05-03 04:10:29,Risk Guardrail,Refresh Fatigued Audience,Google,GC_00000183,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1418,0.8819,Medium,Rejected,,,false,"[""sql:ad_performance_daily:8162"", ""rag:benchmark:262""]"
OPT_0000000775,CL_0015,2026-04-06 04:11:11,Data Scout,Tighten Brand Search Exclusions,Google,GC_00000182,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1078,0.6341,Medium,Executed,client_admin,0.1577,false,"[""sql:ad_performance_daily:9973"", ""rag:benchmark:92""]"
OPT_0000000776,CL_0015,2026-03-12 01:52:14,Action Executor,Increase Budget,Meta,MC_00000174,"Increase Budget triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0491,0.7255,Low,Executed,auto_policy,-0.0104,false,"[""sql:ad_performance_daily:4702"", ""rag:benchmark:37""]"
OPT_0000000777,CL_0015,2026-04-25 15:43:50,Data Scout,Fix Tracking Gap,Meta,MC_00000175,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0487,0.6378,Low,Pending Review,,,false,"[""sql:ad_performance_daily:6768"", ""rag:benchmark:305""]"
OPT_0000000778,CL_0015,2026-05-28 08:49:53,Action Executor,Refresh Fatigued Audience,Meta,MC_00000175,"Refresh Fatigued Audience triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1005,0.6537,Low,Executed,,0.0686,false,"[""sql:ad_performance_daily:1312"", ""rag:benchmark:361""]"
OPT_0000000779,CL_0015,2026-03-23 03:57:45,Risk Guardrail,Fix Tracking Gap,Meta,MC_00000178,"Fix Tracking Gap triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1264,0.8451,Medium,Pending Review,,,false,"[""sql:ad_performance_daily:3501"", ""rag:benchmark:184""]"
OPT_0000000780,CL_0015,2026-03-14 19:16:07,Action Executor,Create Lookalike from High LTV,Google,GC_00000183,"Create Lookalike from High LTV triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0756,0.6699,Low,Approved,,,false,"[""sql:ad_performance_daily:7170"", ""rag:benchmark:68""]"
OPT_0000000781,CL_0015,2026-05-05 17:18:16,Data Scout,Tighten Brand Search Exclusions,Google,GC_00000179,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.0995,0.6207,High,Rejected,,,false,"[""sql:ad_performance_daily:8878"", ""rag:benchmark:214""]"
OPT_0000000782,CL_0015,2026-04-20 08:37:42,Recommendation Engine,Tighten Brand Search Exclusions,Google,GC_00000180,"Tighten Brand Search Exclusions triggered by spend waste, fatigue, or cross-channel conversion overlap.",0.1041,0.7077,Medium,Executed,human_ops,0.0439,false,"[""sql:ad_performance_daily:1997"", ""rag:benchmark:165""]"
